number_id,client_id,expiration,CVC,loc_latitude,loc_longitude,extract_limit,amount_avg_withdrawal,amount_std_withdrawal,withdrawal_day,amount_avg_deposit,amount_std_deposit,deposit_day,inquiry_day,amount_avg_transfer,amount_std_transfer,transfer_day
c-NIGER-417,417,2050-01-17,999,6.044636,7.404744,109911.9,21982.38,23165.04,0.6219,12224.49,5639.39,0.1342,0.1068,17377.55,20280.77,0.2685
c-NIGER-418,418,2050-01-17,999,6.452842,3.41182,93055.55,18611.11,18905.26,0.2466,10400.0,4536.89,0.0685,0.0466,19058.82,24911.89,0.0932
c-NIGER-419,419,2050-01-17,999,8.988306,7.617391,117500.0,23500.0,24347.25,0.2685,9066.67,4742.91,0.0411,0.0329,25250.0,23981.56,0.1096
c-NIGER-420,420,2050-01-17,999,9.048772,7.454307,111950.0,22390.0,20288.77,0.274,10416.67,5930.79,0.0329,0.0658,22400.0,27526.29,0.0822
c-NIGER-421,421,2050-01-17,999,6.491061,3.372926,93809.5,18761.9,22282.7,0.3452,14750.0,6212.89,0.0438,0.063,21136.36,23318.41,0.1205
c-NIGER-422,422,2050-01-17,999,11.887591,8.512859,130989.0,26197.8,27854.07,0.2493,12000.0,6255.0,0.0466,0.0493,24736.84,24941.75,0.1041
c-NIGER-423,423,2050-01-17,999,6.315295,7.519399,115645.15,23129.03,25014.96,0.9342,9957.14,6233.23,0.1918,0.1452,20294.12,26107.79,0.3726
c-NIGER-424,424,2050-01-17,999,6.007554,7.401489,102970.3,20594.06,19754.08,0.2767,10833.33,6002.45,0.0493,0.0466,25707.32,27357.12,0.1123
c-NIGER-425,425,2050-01-17,999,11.976826,8.665544,106415.1,21283.02,23086.07,0.2904,13333.33,6451.6,0.0658,0.0548,22107.14,22313.21,0.1534
c-NIGER-426,426,2050-01-17,999,9.037673,7.457221,130944.45,26188.89,25427.97,0.2466,12444.44,6317.32,0.0493,0.0411,16515.15,15688.61,0.0904
c-NIGER-427,427,2050-01-17,999,9.137436,7.481452,120096.15,24019.23,26636.34,0.2849,15333.33,6135.72,0.0493,0.0712,23750.0,23408.03,0.1096
c-NIGER-428,428,2050-01-17,999,6.293543,7.418051,108557.7,21711.54,23048.99,0.2849,12812.5,5901.62,0.0438,0.0301,18093.02,21089.17,0.1178
c-NIGER-429,429,2050-01-17,999,4.796758,7.072913,137238.1,27447.62,28811.38,0.2877,11000.0,5960.66,0.0493,0.0384,22289.47,26595.98,0.1041
c-NIGER-430,430,2050-01-17,999,9.144224,7.476143,104680.85,20936.17,19791.28,0.2575,10727.27,5346.84,0.0603,0.0603,22029.41,23986.72,0.0932
c-NIGER-431,431,2050-01-17,999,11.898716,8.531044,151777.8,30355.56,28795.41,0.2466,10526.32,5253.24,0.0521,0.0658,14142.86,12633.16,0.0959
c-NIGER-432,432,2050-01-17,999,4.615842,7.027314,93067.25,18613.45,22898.86,0.326,12136.36,5650.92,0.0603,0.0767,22187.5,24756.15,0.0877
c-NIGER-433,433,2050-01-17,999,11.8329,8.564027,103508.75,20701.75,23433.56,0.3123,12900.0,6687.77,0.0548,0.0521,19452.38,22413.2,0.1151
c-NIGER-434,434,2050-01-17,999,6.322294,7.444258,106346.15,21269.23,25778.11,0.2137,13789.47,6187.61,0.0521,0.0438,15789.47,17625.47,0.1041
c-NIGER-435,435,2050-01-17,999,12.093706,8.410062,89166.65,17833.33,20135.68,0.263,11937.5,5813.42,0.0438,0.063,20916.67,25995.77,0.1315
c-NIGER-436,436,2050-01-17,999,4.60835,7.288031,134944.45,26988.89,24379.72,0.2466,9913.04,5008.29,0.063,0.0521,20622.22,21892.6,0.1233
c-NIGER-437,437,2050-01-17,999,4.817214,7.038694,116185.55,23237.11,23647.05,0.2658,13142.86,6199.08,0.0575,0.0575,26783.78,30162.65,0.1014
c-NIGER-438,438,2050-01-17,999,12.073731,8.568964,108956.05,21791.21,22207.86,0.2493,11391.3,6005.6,0.063,0.063,22125.0,20665.14,0.1315
c-NIGER-439,439,2050-01-17,999,4.970456,6.770239,117295.9,23459.18,24536.18,0.537,11622.22,5633.86,0.1233,0.1233,21426.47,21798.48,0.1863
c-NIGER-440,440,2050-01-17,999,6.298707,7.578293,105722.2,21144.44,22144.86,0.2466,12800.0,6292.85,0.0411,0.0548,21939.39,20211.29,0.0904
c-NIGER-441,441,2050-01-17,999,6.387634,7.520778,92983.85,18596.77,21029.18,0.3397,10740.74,4654.13,0.074,0.074,22979.17,21642.64,0.1315
c-NIGER-442,442,2050-01-17,999,4.936683,7.070612,133320.3,26664.06,28974.68,0.3507,9153.85,4993.53,0.0712,0.0603,27367.35,27122.94,0.1342
c-NIGER-443,443,2050-01-17,999,4.86263,6.671364,100110.6,20022.12,21775.1,0.6192,11466.67,5864.76,0.0822,0.137,22431.82,25890.48,0.2411
c-NIGER-444,444,2050-01-17,999,6.498974,3.352058,104488.35,20897.67,22224.61,0.589,9136.36,4663.52,0.1205,0.1041,20323.53,22121.7,0.2795
c-NIGER-445,445,2050-01-17,999,9.000256,7.371726,109692.3,21938.46,26269.84,0.3562,12318.18,6105.32,0.0603,0.0466,19871.79,19197.29,0.1068
c-NIGER-446,446,2050-01-17,999,6.278188,7.499364,84654.25,16930.85,20777.93,0.5151,11346.15,5523.16,0.1425,0.0685,18277.11,22762.46,0.2274
c-NIGER-447,447,2050-01-17,999,12.05429,8.614561,110620.15,22124.03,22563.45,0.3534,12684.21,5175.29,0.0521,0.0603,18489.8,18861.47,0.1342
c-NIGER-448,448,2050-01-17,999,6.308424,3.537924,110328.3,22065.66,23628.49,0.5425,12512.82,6176.66,0.1068,0.1123,20875.0,24923.57,0.263
c-NIGER-449,449,2050-01-17,999,9.047048,7.420234,139890.1,27978.02,29572.88,0.2493,10761.9,5647.17,0.0575,0.0521,24210.53,29467.49,0.1041
c-NIGER-450,450,2050-01-17,999,11.922095,8.431805,96809.5,19361.9,21878.21,0.2877,14148.15,6334.91,0.074,0.0849,21621.62,23902.99,0.1014
c-NIGER-451,451,2050-01-17,999,6.452826,7.49341,109662.9,21932.58,27434.96,0.2438,10500.0,5431.39,0.0384,0.0493,19410.26,23193.37,0.1068
c-NIGER-452,452,2050-01-17,999,5.203562,6.670455,124147.75,24829.55,26377.55,0.2411,9384.62,4908.13,0.0356,0.0384,26023.26,22179.45,0.1178
c-NIGER-453,453,2050-01-17,999,6.462633,3.382247,118000.0,23600.0,25002.39,0.5205,11193.55,5546.29,0.0849,0.1233,16885.06,18631.95,0.2384
c-NIGER-454,454,2050-01-17,999,6.604673,3.487061,92820.5,18564.1,19600.05,0.3205,10680.0,5617.83,0.0685,0.063,17700.0,19127.13,0.137
c-NIGER-455,455,2050-01-17,999,8.909587,7.443997,91534.65,18306.93,17379.73,0.2767,10692.31,4888.92,0.0712,0.0521,26972.97,27537.33,0.1014
c-NIGER-456,456,2050-01-17,999,6.543881,7.577582,112126.45,22425.29,26082.89,0.2384,9846.15,5296.73,0.0712,0.063,22078.95,21200.95,0.1041
c-NIGER-457,457,2050-01-17,999,6.455446,3.551969,96290.3,19258.06,19615.94,0.5945,10971.43,5607.17,0.0959,0.1342,20834.86,23190.64,0.2986
c-NIGER-458,458,2050-01-17,999,12.057075,8.685007,115357.15,23071.43,26699.77,0.3068,13391.3,6050.84,0.063,0.0712,17825.0,14847.75,0.1096
c-NIGER-459,459,2050-01-17,999,6.068516,7.510946,116586.55,23317.31,25407.08,0.2849,12533.33,6468.24,0.0411,0.0658,28800.0,33488.0,0.1096
c-NIGER-460,460,2050-01-17,999,9.191088,7.423152,138950.6,27790.12,26102.07,0.2219,10100.0,5290.51,0.0548,0.0438,18483.87,20969.61,0.0849
c-NIGER-461,461,2050-01-17,999,6.60915,3.346866,99948.45,19989.69,21147.54,0.2658,12962.96,6079.48,0.074,0.063,21844.44,27000.8,0.1233
c-NIGER-462,462,2050-01-17,999,12.007526,8.459244,95081.3,19016.26,21310.73,0.337,11870.97,5840.9,0.0849,0.0685,23104.17,22489.94,0.1315
c-NIGER-463,463,2050-01-17,999,6.527493,7.465998,83449.2,16689.84,19297.89,0.5123,11450.0,5528.25,0.1096,0.1205,17261.9,20139.94,0.2301
c-NIGER-464,464,2050-01-17,999,12.013139,8.500013,91534.65,18306.93,17379.73,0.2767,10692.31,4888.92,0.0712,0.0521,26972.97,27537.33,0.1014
c-NIGER-465,465,2050-01-17,999,11.876739,8.687347,109953.7,21990.74,23383.63,0.2959,9684.21,4888.22,0.0521,0.074,17840.91,15296.97,0.1205
c-NIGER-466,466,2050-01-17,999,12.142121,8.475746,105050.0,21010.0,18563.84,0.274,12730.77,5963.61,0.0712,0.0658,25861.11,27201.0,0.0986
c-NIGER-467,467,2050-01-17,999,6.293645,7.461885,106673.65,21334.73,23317.07,0.6548,10260.0,5506.25,0.137,0.1425,21797.75,26071.22,0.2438
c-NIGER-468,468,2050-01-17,999,6.349085,3.532971,109234.25,21846.85,23718.5,0.3041,11038.46,5165.12,0.0712,0.0493,23861.11,27525.73,0.0986
c-NIGER-469,469,2050-01-17,999,9.050713,7.466928,109423.1,21884.62,23762.71,0.926,10461.54,6829.45,0.2137,0.1918,20838.24,23947.54,0.3726
c-NIGER-470,470,2050-01-17,999,12.083906,8.5929,112019.25,22403.85,25088.01,0.2849,10103.45,4872.26,0.0795,0.0603,21517.24,25546.35,0.0795
c-NIGER-471,471,2050-01-17,999,6.528189,3.304557,110129.3,22025.86,24556.13,0.6356,10454.55,5784.72,0.1205,0.0986,20605.26,25079.12,0.2082
c-NIGER-472,472,2050-01-17,999,9.21139,7.350656,122333.35,24466.67,28300.24,0.2466,10473.68,5984.87,0.0521,0.0466,22145.83,23036.5,0.1315
c-NIGER-473,473,2050-01-17,999,11.883555,8.488002,101544.1,20308.82,23223.08,0.3726,13166.67,6531.97,0.0658,0.0877,18759.26,18633.44,0.1479
c-NIGER-474,474,2050-01-17,999,11.949519,8.622689,112523.35,22504.67,26137.65,0.2932,9000.0,2878.49,0.0603,0.0575,16181.82,21034.05,0.1205
c-NIGER-475,475,2050-01-17,999,6.606382,3.380185,117378.05,23475.61,24390.96,0.2247,10833.33,6183.19,0.0658,0.0521,22805.56,20549.34,0.0986
c-NIGER-476,476,2050-01-17,999,4.82697,6.924305,105912.7,21182.54,25130.83,0.3452,10894.74,5867.94,0.0521,0.0712,18822.22,21765.58,0.1233
c-NIGER-477,477,2050-01-17,999,12.029008,8.581852,135056.8,27011.36,29653.75,0.2411,10857.14,5216.2,0.0384,0.0548,21250.0,20650.7,0.0877
c-NIGER-478,478,2050-01-17,999,12.07997,8.438425,96607.15,19321.43,19390.2,0.2301,13533.33,5553.21,0.0411,0.0603,19097.56,19859.26,0.1123
c-NIGER-479,479,2050-01-17,999,4.97403,6.757477,116547.1,23309.42,24881.31,0.611,11111.11,5790.52,0.0986,0.1068,21938.27,24733.76,0.2219
c-NIGER-480,480,2050-01-17,999,6.339535,3.25532,106255.5,21251.1,22990.25,0.6219,11521.74,5564.73,0.126,0.1096,20521.28,22373.05,0.2575
c-NIGER-481,481,2050-01-17,999,11.894473,8.402403,111568.65,22313.73,22909.63,0.2795,12360.0,5551.88,0.0685,0.0356,18119.05,19783.22,0.1151
c-NIGER-482,482,2050-01-17,999,6.569514,3.538092,135157.9,27031.58,28409.79,0.2603,9666.67,5033.22,0.0329,0.0575,22930.23,30068.49,0.1178
c-NIGER-483,483,2050-01-17,999,6.303949,3.259403,87090.9,17418.18,16922.0,0.6027,12568.18,5840.51,0.1205,0.1014,20459.46,20585.4,0.2027
c-NIGER-484,484,2050-01-17,999,4.813946,7.018186,127500.0,25500.0,27419.33,0.2685,12705.88,6497.74,0.0466,0.0658,17950.0,18548.55,0.1096
c-NIGER-485,485,2050-01-17,999,9.093766,7.3718,103813.55,20762.71,24358.32,0.3233,11838.71,5939.12,0.0849,0.0521,23771.43,27946.47,0.0959
c-NIGER-486,486,2050-01-17,999,6.46823,7.468413,101967.2,20393.44,22269.04,0.3342,10318.18,5660.11,0.0603,0.0548,17895.83,17862.64,0.1315
c-NIGER-487,487,2050-01-17,999,6.448133,3.521691,107145.85,21429.17,23374.77,0.6575,12185.19,5978.18,0.1479,0.1425,19105.26,22812.13,0.2603
c-NIGER-488,488,2050-01-17,999,6.450802,3.41449,110153.2,22030.64,24428.82,0.9836,9046.88,6196.34,0.1753,0.1863,24889.76,25766.73,0.3479
c-NIGER-489,489,2050-01-17,999,11.897726,8.621879,135809.5,27161.9,27243.96,0.2877,14062.5,6297.82,0.0438,0.0822,22714.29,26080.01,0.1342
c-NIGER-490,490,2050-01-17,999,12.145057,8.452775,113990.85,22798.17,25229.24,0.2986,11478.26,5983.84,0.063,0.0192,13945.95,11217.41,0.1014
c-NIGER-491,491,2050-01-17,999,5.027057,6.717712,122830.2,24566.04,26624.38,0.2904,11333.33,5537.75,0.0904,0.0603,21162.79,21911.0,0.1178
c-NIGER-492,492,2050-01-17,999,12.022754,8.460829,119764.7,23952.94,25545.43,0.2329,11230.77,5651.96,0.0712,0.0356,20710.53,23786.11,0.1041
c-NIGER-493,493,2050-01-17,999,6.351611,3.372778,97089.2,19417.84,22822.72,0.5836,11320.0,5728.0,0.0685,0.0986,25910.11,27979.96,0.2438
c-NIGER-494,494,2050-01-17,999,6.302496,7.517568,112461.55,22492.31,24828.38,0.8904,7838.71,5942.88,0.1699,0.189,22832.06,25152.5,0.3589
c-NIGER-495,495,2050-01-17,999,5.054465,6.699378,101739.15,20347.83,22689.49,0.6301,12805.56,5960.92,0.0986,0.1425,16450.0,21005.06,0.2192
c-NIGER-496,496,2050-01-17,999,12.017909,8.648207,109855.75,21971.15,23916.3,0.5699,12044.44,6182.66,0.1233,0.1096,24293.48,28331.06,0.2521
c-NIGER-497,497,2050-01-17,999,4.854183,6.896863,131358.7,26271.74,26046.07,0.2521,13142.86,6286.21,0.0384,0.063,20707.32,24615.28,0.1123
c-NIGER-498,498,2050-01-17,999,9.047904,7.582217,94215.25,18843.05,20907.72,0.611,12080.0,5927.59,0.137,0.1151,20066.67,21799.66,0.2055
c-NIGER-499,499,2050-01-17,999,4.830486,7.126122,132108.45,26421.69,26094.16,0.2274,10466.67,6151.27,0.0411,0.0548,23925.93,30650.54,0.074
c-NIGER-500,500,2050-01-17,999,6.208633,7.450141,105462.55,21092.51,23332.44,0.6219,11521.74,6177.88,0.126,0.1233,20162.5,24973.12,0.2192
c-NIGER-501,501,2050-01-17,999,12.139436,8.447822,114653.45,22930.69,22298.55,0.2767,11437.5,6142.41,0.0438,0.0822,21550.0,24472.85,0.1096
c-NIGER-502,502,2050-01-17,999,11.936344,8.661186,129261.35,25852.27,24586.02,0.2411,11631.58,6011.2,0.0521,0.063,22952.38,24951.61,0.1151
c-NIGER-503,503,2050-01-17,999,6.853716,7.576824,104125.55,20825.11,23164.53,0.611,12162.79,5967.89,0.1178,0.1288,21506.49,24947.11,0.211
c-NIGER-504,504,2050-01-17,999,6.455582,3.428442,98836.0,19767.2,22067.32,0.5178,11621.62,6138.91,0.1014,0.1068,23368.42,25399.65,0.2082
c-NIGER-505,505,2050-01-17,999,4.861758,6.977306,110129.3,22025.86,24556.13,0.6356,10454.55,5784.72,0.1205,0.0986,20605.26,25079.12,0.2082
c-NIGER-506,506,2050-01-17,999,9.176496,7.588459,113554.5,22710.9,23096.83,0.5781,11365.85,5517.05,0.1123,0.1288,21986.67,23194.53,0.2055
c-NIGER-507,507,2050-01-17,999,9.11763,7.396903,128630.95,25726.19,24727.11,0.2301,12590.91,6441.38,0.0603,0.0548,20825.0,24680.41,0.1096
c-NIGER-508,508,2050-01-17,999,12.089098,8.412871,107860.15,21572.03,23296.95,0.6466,11071.43,5389.74,0.1534,0.1205,19185.57,23236.25,0.2658
c-NIGER-509,509,2050-01-17,999,6.284052,7.564392,124602.25,24920.45,24316.98,0.2411,12913.04,5991.76,0.063,0.0466,17550.0,16046.33,0.1096
c-NIGER-510,510,2050-01-17,999,6.323594,3.464328,123526.3,24705.26,24735.57,0.2603,11857.14,6443.33,0.0384,0.0575,24314.29,29603.03,0.0959
c-NIGER-511,511,2050-01-17,999,4.637288,7.349283,101144.05,20228.81,21843.82,0.3233,12681.82,5842.26,0.0603,0.0575,18375.0,18417.87,0.1315
c-NIGER-512,512,2050-01-17,999,6.362701,3.278561,100454.55,20090.91,18487.77,0.2712,12840.0,6141.93,0.0685,0.0658,16783.78,18699.58,0.1014
c-NIGER-513,513,2050-01-17,999,12.128312,8.529225,115603.45,23120.69,24107.06,0.3178,9470.59,5351.61,0.0466,0.0521,24533.33,28737.5,0.0822
c-NIGER-514,514,2050-01-17,999,6.51125,3.513373,110468.75,22093.75,20660.2,0.263,10875.0,5737.3,0.0438,0.0356,24200.0,30451.31,0.0959
c-NIGER-515,515,2050-01-17,999,6.582425,3.350296,114009.9,22801.98,21109.72,0.2767,12619.05,6111.27,0.0575,0.0575,17860.47,15715.6,0.1178
c-NIGER-516,516,2050-01-17,999,12.105776,8.488713,123791.2,24758.24,24841.43,0.2493,13812.5,6513.77,0.0438,0.0603,22730.77,26462.89,0.0712
c-NIGER-517,517,2050-01-17,999,6.509884,3.294842,123636.35,24727.27,23827.58,0.211,12277.78,5768.12,0.0493,0.0521,23444.44,25649.34,0.1233
c-NIGER-518,518,2050-01-17,999,9.098488,7.493581,121117.0,24223.4,23440.23,0.2575,9315.79,5055.83,0.0521,0.0438,16326.09,19366.7,0.126
c-NIGER-519,519,2050-01-17,999,6.466364,7.634292,113333.35,22666.67,23308.65,0.3205,10896.55,5918.16,0.0795,0.0795,16891.3,15446.29,0.126
c-NIGER-520,520,2050-01-17,999,6.428685,3.455933,102575.0,20515.0,23739.37,0.5479,12523.81,6409.74,0.1151,0.0795,16458.33,15275.81,0.1973
c-NIGER-521,521,2050-01-17,999,6.321545,3.537094,94190.5,18838.1,21048.87,0.5753,12071.43,6098.35,0.1151,0.1123,16942.03,14886.71,0.189
c-NIGER-522,522,2050-01-17,999,4.733155,6.989391,106890.25,21378.05,23352.71,0.2247,11823.53,5559.17,0.0466,0.0329,25000.0,25909.18,0.0795
c-NIGER-523,523,2050-01-17,999,4.621647,7.166805,99025.0,19805.0,25143.35,0.5479,10810.81,5516.83,0.1014,0.0959,20987.8,26193.72,0.2247
c-NIGER-524,524,2050-01-17,999,6.519494,7.388328,112755.9,22551.18,24861.58,0.6959,12400.0,6161.1,0.137,0.1068,17753.09,18835.82,0.2219
c-NIGER-525,525,2050-01-17,999,6.468163,7.392469,107527.45,21505.49,24003.41,0.2493,11300.0,6027.13,0.0548,0.0658,23210.53,26188.67,0.1041
c-NIGER-526,526,2050-01-17,999,12.097662,8.452784,106774.2,21354.84,21915.67,0.2548,12266.67,6745.02,0.0411,0.0932,17081.08,19644.59,0.1014
c-NIGER-527,527,2050-01-17,999,6.361892,3.551369,109554.45,21910.89,22087.15,0.2767,11100.0,6146.46,0.0548,0.0603,21162.16,23381.51,0.1014
c-NIGER-528,528,2050-01-17,999,6.482557,3.386774,98193.3,19638.66,21580.65,0.326,10777.78,5308.77,0.0493,0.074,21148.94,24084.98,0.1288
c-NIGER-529,529,2050-01-17,999,9.142729,7.635645,113130.85,22626.17,25686.98,0.2932,10400.0,5144.24,0.0548,0.0849,19872.73,22199.48,0.1507
c-NIGER-530,530,2050-01-17,999,6.295979,7.354725,122842.1,24568.42,28122.7,0.2603,10476.19,5626.89,0.0575,0.0521,14757.58,12799.0,0.0904
c-NIGER-531,531,2050-01-17,999,4.910875,7.110447,122343.75,24468.75,25355.97,0.263,11200.0,6232.53,0.0274,0.063,30567.57,29344.26,0.1014
c-NIGER-532,532,2050-01-17,999,6.024883,7.435541,113000.0,22600.0,28002.95,0.2877,11187.5,6379.33,0.0438,0.0685,20512.82,22787.2,0.1068
c-NIGER-533,533,2050-01-17,999,4.649319,7.332054,126636.35,25327.27,22791.48,0.3014,11923.08,5751.25,0.0356,0.0712,19390.24,23352.6,0.1123
c-NIGER-534,534,2050-01-17,999,9.048884,7.430975,136376.15,27275.23,29497.92,0.2986,11187.5,5406.4,0.0438,0.0356,18000.0,23441.68,0.1151
c-NIGER-535,535,2050-01-17,999,11.969579,8.579845,110328.3,22065.66,23628.49,0.5425,12512.82,6176.66,0.1068,0.1123,20875.0,24923.57,0.263
c-NIGER-536,536,2050-01-17,999,4.813368,7.05554,110117.65,22023.53,20901.68,0.2329,14809.52,6241.95,0.0575,0.0658,22025.0,24984.6,0.1096
c-NIGER-537,537,2050-01-17,999,4.852223,6.907089,98167.55,19633.51,20779.84,0.5233,12400.0,6113.46,0.1096,0.1288,22505.88,22566.11,0.2329
c-NIGER-538,538,2050-01-17,999,6.516197,3.461468,107730.75,21546.15,24345.42,0.3562,11153.85,6322.53,0.0356,0.0712,21560.98,20399.81,0.1123
c-NIGER-539,539,2050-01-17,999,5.101786,6.61146,123317.75,24663.55,24386.02,0.2932,11636.36,6028.07,0.0603,0.0548,19384.62,25167.46,0.1068
c-NIGER-540,540,2050-01-17,999,6.369491,3.487069,102760.4,20552.08,22988.27,0.263,10466.67,6151.27,0.0411,0.0822,23514.29,24749.77,0.0959
c-NIGER-541,541,2050-01-17,999,6.976964,7.305724,111762.3,22352.46,24401.57,0.3342,11307.69,5533.67,0.0712,0.074,19246.15,22500.72,0.1781
c-NIGER-542,542,2050-01-17,999,9.132101,7.62492,129439.25,25887.85,26475.81,0.2932,12933.33,6064.73,0.0411,0.0795,21023.26,20934.69,0.1178
c-NIGER-543,543,2050-01-17,999,5.113271,6.762076,101176.45,20235.29,20420.37,0.2329,10000.0,5670.44,0.0384,0.063,16833.33,20503.8,0.0658
c-NIGER-544,544,2050-01-17,999,11.939615,8.558653,115000.0,23000.0,24388.61,0.2548,12235.29,6098.46,0.0466,0.0575,18568.63,21118.95,0.1397
c-NIGER-545,545,2050-01-17,999,6.347384,7.548851,100955.55,20191.11,22318.59,0.6164,12180.0,5868.25,0.137,0.1479,17743.59,20784.88,0.2137
c-NIGER-546,546,2050-01-17,999,6.60169,3.293551,110540.55,22108.11,20319.08,0.2027,12941.18,6319.32,0.0466,0.0301,22340.0,25160.39,0.137
c-NIGER-547,547,2050-01-17,999,8.969587,7.334739,124078.95,24815.79,25971.12,0.2082,11071.43,6082.31,0.0384,0.0548,15833.33,17699.27,0.1151
c-NIGER-548,548,2050-01-17,999,8.955185,7.435252,118536.6,23707.32,21797.32,0.2247,9545.45,4595.31,0.0603,0.0411,26000.0,31795.18,0.0849
c-NIGER-549,549,2050-01-17,999,9.130026,7.354177,111414.15,22282.83,22810.69,0.2712,11526.32,6113.45,0.0521,0.0521,23054.05,24877.42,0.1014
c-NIGER-550,550,2050-01-17,999,4.867015,6.686087,110147.05,22029.41,23806.11,0.9315,9142.86,6537.38,0.1726,0.2247,18985.92,22223.55,0.389
c-NIGER-551,551,2050-01-17,999,6.951652,7.358785,105357.15,21071.43,22596.53,0.2685,11210.53,5583.5,0.0521,0.0384,25264.15,24410.87,0.1452
c-NIGER-552,552,2050-01-17,999,6.309865,7.64646,130404.05,26080.81,28517.33,0.2712,12031.25,5596.57,0.0877,0.0521,17000.0,19564.0,0.0904
c-NIGER-553,553,2050-01-17,999,9.131472,7.383665,110225.25,22045.05,24330.07,0.3041,13368.42,5992.69,0.0521,0.0548,24075.47,22703.65,0.1452
c-NIGER-554,554,2050-01-17,999,6.567514,3.490068,136067.95,27213.59,26350.45,0.2822,11809.52,6145.07,0.0575,0.0685,21297.3,21901.12,0.1014
c-NIGER-555,555,2050-01-17,999,6.401516,7.570396,126402.45,25280.49,24569.52,0.2247,8333.33,3638.42,0.0411,0.0685,21413.04,20172.12,0.126
c-NIGER-556,556,2050-01-17,999,11.990528,8.567128,131049.4,26209.88,27675.67,0.2219,11473.68,6221.54,0.0521,0.0329,11225.81,11170.53,0.0849
c-NIGER-557,557,2050-01-17,999,6.553869,3.2427,110078.1,22015.62,24399.56,0.3507,12384.62,6410.13,0.0356,0.0548,24681.82,23725.93,0.1205
c-NIGER-558,558,2050-01-17,999,5.141714,6.883139,103709.7,20741.94,18886.91,0.2548,12000.0,5985.49,0.0658,0.0466,17744.19,21833.89,0.1178
c-NIGER-559,559,2050-01-17,999,12.043933,8.68828,112234.95,22446.99,25553.21,0.9562,9575.76,5516.58,0.1808,0.2082,22909.09,24850.55,0.3315
c-NIGER-560,560,2050-01-17,999,6.305245,3.40613,98292.7,19658.54,17942.45,0.2247,12238.1,6985.02,0.0575,0.0575,22659.09,26377.35,0.1205
c-NIGER-561,561,2050-01-17,999,6.4431,3.457862,92729.35,18545.87,16844.1,0.5973,10282.05,5261.32,0.1068,0.1123,21344.09,23504.62,0.2548
c-NIGER-562,562,2050-01-17,999,6.363165,3.335602,93125.0,18625.0,21629.35,0.2849,13166.67,6161.96,0.0329,0.0493,20973.68,24711.84,0.1041
c-NIGER-563,563,2050-01-17,999,12.126082,8.546037,113915.1,22783.02,22502.07,0.2904,11500.0,5721.08,0.0384,0.063,20774.19,21350.58,0.0849
c-NIGER-564,564,2050-01-17,999,6.410259,7.588065,115670.75,23134.15,24713.05,0.2247,11315.79,5558.3,0.0521,0.0548,20666.67,19211.74,0.1233
c-NIGER-565,565,2050-01-17,999,5.014981,6.767794,107860.7,21572.14,23623.63,0.5507,11243.9,5910.92,0.1123,0.0986,22256.1,23301.47,0.2247
c-NIGER-566,566,2050-01-17,999,6.349244,3.339312,106370.95,21274.19,22915.66,0.3397,13347.83,6094.77,0.063,0.0521,20392.86,25182.8,0.0767
c-NIGER-567,567,2050-01-17,999,5.09527,6.77856,111490.85,22298.17,24267.29,0.5973,13437.5,6405.33,0.0877,0.0877,22760.56,28513.89,0.1945
c-NIGER-568,568,2050-01-17,999,8.960593,7.648823,93691.6,18738.32,21782.25,0.5863,11813.95,6276.39,0.1178,0.137,20595.51,19900.73,0.2438
c-NIGER-569,569,2050-01-17,999,11.915114,8.41888,115789.45,23157.89,23358.59,0.2603,8352.94,3587.15,0.0466,0.0548,19595.24,19007.14,0.1151
c-NIGER-570,570,2050-01-17,999,6.361026,7.431391,126479.6,25295.92,25304.83,0.2685,9705.88,6028.73,0.0466,0.0438,25531.91,27637.29,0.1288
c-NIGER-571,571,2050-01-17,999,11.936765,8.483886,118068.2,23613.64,22945.93,0.2411,10703.7,5842.91,0.074,0.0521,14515.15,14530.4,0.0904
c-NIGER-572,572,2050-01-17,999,4.799245,7.07613,124705.9,24941.18,29173.68,0.2329,9650.0,4738.14,0.0548,0.0411,16545.45,18688.38,0.0904
c-NIGER-573,573,2050-01-17,999,6.386774,7.370887,109237.3,21847.46,26150.33,0.3233,13388.89,6912.38,0.0493,0.0767,27531.91,29593.52,0.1288
c-NIGER-574,574,2050-01-17,999,9.21187,7.362265,114215.7,22843.14,26285.46,0.2795,12500.0,6551.99,0.0603,0.0822,19283.02,24233.14,0.1452
c-NIGER-575,575,2050-01-17,999,6.486159,7.448613,115392.15,23078.43,24053.03,0.2795,11809.52,6153.2,0.0575,0.0685,14324.32,12263.44,0.1014
c-NIGER-576,576,2050-01-17,999,6.354144,3.544731,93544.6,18708.92,20188.49,0.5836,10971.43,5591.41,0.0959,0.126,29088.24,30552.0,0.1863
c-NIGER-577,577,2050-01-17,999,6.493246,7.547837,92162.15,18432.43,18473.38,0.3041,10454.55,5544.0,0.0603,0.0904,16769.23,15988.5,0.1425
c-NIGER-578,578,2050-01-17,999,6.758243,7.556906,105750.0,21150.0,23369.6,0.5479,10553.19,5523.89,0.1288,0.1178,24975.31,25747.8,0.2219
c-NIGER-579,579,2050-01-17,999,9.095289,7.411845,107954.55,21590.91,23291.21,0.6027,10238.1,5069.32,0.1151,0.1123,20237.5,21901.53,0.2192
